ABN	Latitude	Longitude	Aged_Care_Activities	Aged_Persons	Aboriginal_or_TSI	People_at_risk_of_homelessness	Charity_Name
54146674301	-34.55481219199959	150.85838056500063		Y	Y	Y	Shellharbour City Baptist Church
54151416974	-35.120538212999634	149.7847782400006					Heartfelt Hope
54156579574	-33.88287022999958	151.21728410200058					I-Manifest Limited
54164074661	-32.67641039399962	151.39127278000058		Y	Y	Y	Branxton Greta Men's Shed Incorporated
54166094812	-32.056564957999626	149.25407482800063					Dunedoo Central School P & C Association
54178028542	-33.769079259999614	150.9362490910006					R.O.S.E Charity Incorporated
54178184979	-33.770146952999596	151.04239790000054					Sitters Connection Incorporated
54179193559	-30.645714190999627	152.85294867500056			Y		Bowraville Arts Council Inc
54183472827	-35.164188277999585	147.3689614290006					Taag The Actions Awareness Group Inc
54188564833	-33.90873722599963	151.1916491570006	Y	Y	Y	Y	Wrap With Love Incorporated
54206103034	-33.8657998259996	151.21010919800062					The Trustee For Anzac House Trust
54207719518	-33.955332882999585	151.00809734700056					Mates On A Mission
54208287279	-33.820558398999594	151.0067027090006					The Trustee For Southern Cross College Foundation
54210616591	52.571684416000494	4.834856082000442		Y			Uca-Brighton Kogarah 
54227668981	52.571684416000494	4.834856082000442		Y	Y	Y	Law And Justice Foundation Of New South Wales
54242115353	-33.8657998259996	151.21010919800062					The Trustee For Berowra Parish - Acpt (1032)
54252448172	-34.469903623999585	150.89549721600054					Kemblawarra Public School P&C Association
54258794344	-33.869599972999595	151.20695930500062					The Trustee For Paul Lowin Trust
54258983268	-31.882227916999625	152.50335549100055					The Trustee For Royal New South Wales Regiment Trust
54265318019	-33.09886654599961	151.63863404500057				Y	Swansea District Baptist Church
54273437470	-33.93317276099958	151.23251602900064					The Deb Bailey Foundation Incorporated
54274255683	-33.89311377799959	150.9284572530006		Y			Thien Hoa Buddhist Women Meditation Centre Incorporated
54276212276	-34.1840894059996	150.98648865100063			Y		Helensburgh Public School P&C Association
54288923298	-33.061729587999594	148.8610696450006			Y		UCA Molong Manilora Uniting Church
54303757654	-33.84715218899959	151.21514496700058			Y		The Charitable Foundation For Books In Homes Australia
54306841648	-30.177429751999625	144.38141968700063					Paroo Contact Childrens Mobile Incorporated
54308419091	-32.7167433879996	152.15989787600063					Karingal Pre-School Nelson Bay Inc
54318384370	-33.80297584599958	151.28984560400056					The Trustee For The Aspiring Education Foundation
54326124659	-33.88207238999962	150.96042661200056					The Overseas Vietnamese Phap Tang Buddhist Association (Phap Tang Phat-Giao Vietnam Hai Ngoai) Incorporated
54334335900	-33.87674584299958	151.20830471900058					The Trustee For The Curran Access Children's Foundation
54350524338	-33.869599972999595	151.20695930500062					The Dr Elizabeth F L Laurie Trust
54354540054	-33.960026751999635	151.13599975600061					St George Girls High School Mother's Committee
54358037628	-32.92257248599958	151.61342502400055					Edgeworth Child Care Centre Inc
54359647476	-33.88851254999963	151.20718769100063					Australian Credit Union Archives
54360138002	-34.56734295299958	150.8418667490006					Shellharbour City Centre Anglican Church
54374260811	-33.982326872999636	151.0749212780006		Y			Oatley 101 Society Of Artists Inc
54380573416	-28.84636729099958	153.4571988950006					National Bowel Scan Committee Incorporate
54381179215	-32.82859881099961	151.37481175500056					Caloola Vocational Servs Inc
54405921577	-34.273008077999634	149.3447319660006		Y	Y	Y	Anglican Church Parish Of Binda
54413288220	-33.78050601199959	151.1030886590006					Vincentian Fathers Province Of Australia
54419785877	-35.521643436999625	148.1473786430006					St Johns Anglican Church Batlow
54420767176	-32.745335875999615	151.10378777700055					Broke Public School P&C Association
54425754519	-35.090660844999604	150.61777419900056	Y				Bay & Basin Community Resources Inc
54448559588	-33.82026517499963	151.16480718200057			Y		The Trustees Of The Jesuit Fathers - St Ignatius College Riverview
54457395733	-33.82026517499963	151.16480718200057					Parkes East Public School Parent And Citizens Association
54480322605	-33.869599972999595	151.20695930500062					The Trustee For The Mary Thelma Simpson Charitable Trust
54492249649	-33.93008249099961	150.81165357900056					The Austral Parish School Building And Catholic Charities Trust
54494475459	-33.92215295799963	151.01155756200058					Bankstown Gp Division Incorporated
54494923131	-33.8833912329996	151.22759391400064					Sydney Grammar School Edgecliff Preparatory Parents' Association
54496618892	-33.70856961099963	150.49409254900058					The Trustee For Linden Observatory Trust
54497880851	-33.88539529899958	151.1555824690006		Y	Y	Y	Leichhardt Women's Community Health Centre Incorporated
54505693257	-29.53531271999958	150.5760088360006					Presbyterian Church Of Aust( NSW ) Parish Of Warialda 
54507806628	-32.73005241199962	151.5460470760006		Y			Volunteers For Palliative Care Inc
54509319659	-33.96432968099958	151.0904325840006					Penshurst Congregation of Jehovah's Witnesses
54511989948	-32.38665720799963	150.68703561000063					Catholic Parish Of St Bernard Of Clairvaux Denman
54516208440	-34.30928979799961	150.91861961100062					Coledale RSL sub-Branch (RSL NSW)
54517871456	-34.744062612999585	146.55601230500054			Y	Y	The Anglican Church Of Australia Diocese Of Riverina
54519858348	-33.86545364699958	151.04534726700058		Y			St Stephens Anglican Church Lidcombe
54521139449	-34.741658557999585	146.55056540000055					St Andrew's Presbyterian Church Narrandera
54526032109	-33.8657998259996	151.21010919800062					The Trustee For Leura Parish - Acpt (1244)
54538850840	-29.692745582999578	152.9334749590006		Y	Y	Y	Anglican Diocese Of Grafton
54547420375	-34.506089181999585	150.80559175800056		Y	Y		Lakeside Church Dapto Incorporated
54557700695	-33.8178266579996	151.16226672500056					The Trustee For Lane Cove Parish School Building & Catholic Charities Trust
54563288318	-33.81576650299962	151.00176391400055				Y	Rotary Australia Benevolent Society
54563567039	-31.6318471339996	152.78116136700055					Camden Haven Christian Education Association Incorporated
54571730306	-33.80556873299963	151.08677090800063					Australian Huntington's Disease Association NSW
54584737016	46.73239913731146	-98.77301667867602					The Trustee For The Ross Trust
54592006631	-33.49845026599962	151.3913501260006					Kincumber Congregation of Jehovah's Witnesses
54592963937	-33.71794634099962	150.71409243900064					St Thomas' Anglican Church Cranebrook
54597598007	-32.31384564899963	151.9184585750006					Stroud Rd Public School P&C Association
54606039416	-32.2618584909996	148.60288957200055		Y	Y	Y	Rural Financial Counselling Service NSW Central West Incorporated
54613384944	-33.7556813259996	151.22128996900062					Frenchs Forest Baptist Church
54615797939	-36.760409615999606	149.7665560870006					Bega Valley Art & Craft Society Inc 
54616951385	-33.769809652999584	150.77695975500058		Y	Y	Y	St Mary Magdalene Anglican Church St Marys
54618202312	-34.75565512699961	149.71016796200058					Abbeyfield Australia Goulburn Inc
54621976625	-33.38956149699959	151.38162883100063					Central Coast Post School Options Inc
54631029973	-29.3927299759996	149.59170958700054		Y	Y		Thiyama-Li Family Violence Service Incorporated
54646312465	-34.47751648099961	150.42063195600053		Y		Y	Catholic Parish Of St Thomas Aquinas Bowral
54658916454	-32.81083232099962	151.43189357500057	Y	Y	Y		NORTHERN COALFIELDS COMMUNITY CARE ASSOCIATION (NEIGHBOURCARE) LIMITED
54661415838	-33.8657998259996	151.21010919800062					The Trustee For Mona Vale Parish - Acpt (1275)
54687581107	-32.7495624919996	151.58292688500057					The Anglican Parish Of East Maitland
54704988659	-33.76415268599959	150.78585810500056					Colyton High School P&C Assn
54706248398	-34.288002320999624	146.5724217900006			Y		Barellan Central School Parents And Citizens Association
54723381616	-33.869599972999595	151.20695930500062					The Trustee For E W Capp Estate
54732332429	-33.808132979999584	150.9478171140006			Y		Glorious Hope Community Baptist Church
54735195121	-33.87810432599963	150.9404447880006					Phuong Tinh Niem Phat Duong Incorporated
54741649071	-33.4174886819996	149.57953122500055					The Chifley Village Incorporated
54754232216	-34.83277667599958	148.90735484600054					Yass Public School P & C Association Inc
54754317601	-33.869599972999595	151.20695930500062					The Trustee For Walter & Nancy Lascelles Memorial Trust
54758718110	-35.76286653899962	146.90164240700062					Zion Lutheran Congregation Walla Walla
54783356095	-33.758473600999594	151.0936097940006					North Epping Kindergarten Association Inc
54786701007	-33.876639532999604	151.15821250400063			Y		Styles Street Children' S Community Long Day Care Centre Inc
54787605091	-32.73250204499959	151.55328533300064					Presbyterian Glebe Trustees
54792545108	-33.05378242699959	151.65308408200065		Y			Eastlakes U3A Inc
54794342142	-35.02241781699962	149.87318177700058					Windellama Progress Association Hall Incorporated
54795320622	-33.8657998259996	151.21010919800062					The Trustee for Darling Point Parish - ACPT (1095)
54816642386	-33.705037240999616	149.86382582800059		Y			Uca - Oberon Congregation
54817100517	-33.891332405999606	151.18417016000058			Y		The Council Of St Andrew's College
54824825217	-33.7576995219996	150.9759995030006					Parable Ministries Incorporated
54833297892	-33.90409620999958	151.02105359000063		Y	Y	Y	Concordia Lutheran Church (Yagoona)
54836634493	-33.869599972999595	151.20695930500062					The Trustee For Olive Audrey Lewis Estate
54836784516	-33.828739268999584	147.18140951200064					West Wyalong Subbranch Of The Returnedand Services League Of Australia Newsouth Wales Branch
54837451783	-33.8923430199996	151.08836222300056					Christian Bridge Church Incorporated
54852922896	-34.05713429999963	150.67425290500057	Y	Y			The Trustee For Carrington Centennial Trust
54853345349	-33.92267759599963	151.16319062300056					Yen Shan Tang True Buddha Order Austsydney
54858925472	-33.9547806639996	151.1246479950006					Bexley Jack & Jill Pre-School Inc
54866248590	-33.88181336899959	151.1891827040006	Y	Y			Aid Migrants Of Spanish Speaking Co Operative Ltd
54891901102	-33.86255019699962	151.1778594180006					The Trustee For Isms Building Fund
54901471942	-33.8657998259996	151.21010919800062					Estate Of The Late Annie Casey
54924219831	-33.74305223299962	150.69899244900057		Y			Penrith Gospel Trust
54925328154	-35.35548399499959	149.23481687700064	Y			Y	QUEANBEYAN MULTILINGUAL CENTRE INC
54928376724	-33.8790061779996	151.21999368100057					Zionist Youth Council
54936232342	-35.9791494629996	146.62272982300055		Y			Uca - St Andrews Howlong 
54953106008	-33.90371657099962	151.2612830670006					Trustees Of The Poor Clares
54960560044	-33.76772946899962	150.94162998200056			Y		Family Worker Training And Development Programme Incorporated
54976360589	-32.93789312299958	151.6830376320006					Cardiff Heights Baptist Church
54978549668	-33.71515646499961	151.11682159100064					Wahroonga Preparatory School
54989918613	-32.846363225999596	151.35949768600062					Living Hope Fellowship Hunter Incorporated
54992382325	-33.732622780999634	151.10140660400054					Seventh-Day Adventist Church - Northern Australian Conference
55000022195	-33.85839531399961	151.20915193700057					The Society Of Arts & Crafts Of New South Wales
55000356310	-34.02081153699959	150.65333576100056					Teen Ranch Ltd
55000364474	-33.88834706399962	151.23777440400056			Y		The National Council Of Jewish Women Of Australia New South Wales Division
55001464017	-33.71193188799958	151.21703650100062					The Leonis Foundation Of Australia Limited 
55002400302	-33.79126503799961	150.94036754700062					Toongabbie Christian School Ltd
55002407294	-35.128932049999605	147.36787711400063					Kurrajong Waratah
55002907011	-33.497546306999595	151.32113866900056	Y	Y		Y	Central Coast Community Care Association Ltd
55003153240	-35.640675578999605	145.56714903000056	Y	Y			Finley Regional Care Ltd
55003160594	-34.42989251399962	150.89371360500058		Y	Y		Illawarra Community Fm Broadcasters Ltd
55006815223	-34.01534989699962	151.01881932300057			Y		Marine Teachers' Association of New South Wales Incorporated
55007057995	-33.73078468999961	150.99853573900054		Y			Amrta Monastery Incorporated
55013296907	-33.8657998259996	151.21010919800062					Church Property Trust - Blacktown- Prospect Electricity Resumption
55013340188	39.728951140683705	-75.57552644059194					Albion Park Public School P&C Assn
55026529758	-34.0740630289996	150.5741477200006	Y				Catholic Parish Of St Aloysius The Oak
55027892076	-34.2111399249996	150.55282282100063					Cancer And Community Wellness Centre Incorporated
55029172805	-33.90874140399961	150.92755007800054					Great Commission Communications
55030630783	-34.14704974899962	150.81286663500055			Y		Pro Campo Ltd
55035042367	-33.8387201209996	151.20614477500055					The Sir Cyril Black Church Extension Fund
55035390932	-33.34354339099963	151.4959586710006		Y		Y	Anglican Opportunity Shop
55045499046	-33.74834989599958	151.22394994400054					Forest Alliance Church
55050750546	-33.89274143499961	151.21415848500055		Y			The NSW Evergreen Taoist Church Ltd
55050953543	-33.896028419999595	150.93888494200064			Y		Heights Harvest Christian Centre Incorporated
55057421523	-29.703239981999616	152.93459952300054	Y	Y	Y	Y	New School Of Arts Neighbourhood House Inc
55061342835	-32.63932956599962	151.9576995170006					Gospel Service Ministries Inc.
55065410056	-33.72995666099962	151.0555318450006		Y		Y	Bible & Literature Distributors Incorporated
55066552485	-33.95511004399958	151.14759151300063					Australian Federation Of Medical Women Inc.
55067280675	-32.05150561399961	152.26317967200055		Y			Krambach School Of Arts Incorporated
55081496175	-33.69659206299963	151.11214781300055			Y		Kairos Prison Ministry Australia
55083502632	-33.75022422799958	150.65983509400064		Y		Y	Parish Of St Paul's Anglican Church Emu Plains
55084973996	-33.70484837099963	151.1306588510006					The Trustee For Heather Gell Dalcroze Foundation
55086446825	-33.869599972999595	151.20695930500062					The Trustee For Sheahan Dorothy M Settlement
55096390353	-28.633606970999608	153.58215574800056		Y	Y	Y	Australian Goodwill Bicycles Abroad Incorporated
55099158620	-33.8657998259996	151.21010919800062					The Francis Forbes Society For Australian Legal History
55100669550	-28.522148538999602	153.11103593100063					The Trustee For The Permafrost Trust
55102312905	-33.830309737999585	151.07391126700054					True Love Grace Church Incorporated
55102469483	-34.49806251599961	150.3966131150006					Amos Fund Pty Ltd
55103734833	-33.63625386199959	151.32765244100062		Y			Uca Avalon Uniting Church
55106363251	-34.50375051399959	144.85107851200064			Y		Hay Pre School Kindergarten Inc 
55110404869	-33.76547257599958	150.9361061790006		Y	Y		Eremos Institute
55111101556	-33.732622780999634	151.10140660400054					Seventh-Day Adventist Schools (Tasmania) Limited
55117575988	-32.82706932999963	151.48225499500063			Y		Kurri Kurri Public School P & C Association
55121054037	-33.82965413599959	151.1308945240006		Y	Y		Gladesvill No. 39 Limited
55124061416	-33.97707129499963	151.07327568900064					Oatley Parents & Citizens Assoc
55124482864	-33.71372636299958	150.97486265900056		Y		Y	Community Foundation Of North Western Sydney Pty Ltd
55125723946	-30.51518657899959	151.66729248700062		Y	Y	Y	Uca - Armidale
55127775973	-33.869302438999625	151.20606109300059					Centre For Public Christianity
55136514928	-33.86617375099962	151.20864228800065					The Trustee For The Julian Small Foundation
55137034176	-33.86457705199962	151.06729453600065					Sri Karphaga Vinayakar Temple Pty Ltd
55137191133	-33.84521576499958	151.08877863800058					Lutheran Church Of Australia NSW District
55139231523	-35.16116216399962	147.3908433440006					Wagga Wagga Congregation of Jehovah's Witnesses
55141983799	-34.05532534699961	150.6940608490006					Society 389 Charity Club Ltd
55143705720	-33.8657998259996	151.21010919800062			Y		Wungal Environment Foundation Limited
55145246340	-34.48216267799961	150.41713756500064					Kanyini Strategic Management Pty Ltd
55147033961	-33.8382827789996	151.20895767100058		Y			CAF Australia as Trustee for The Medibank Health and Research Fund
55153734006	-33.87605214299958	151.1031300680006					HERITAGE OF FAITH CHURCH INCORPORATED
55156528419	-33.697157343999606	151.22632715000054		Y		Y	Warringah Pittwater Rural Fire Brigades Donations Fund
55156652074	-33.90989500899963	151.15494750600055					St Clements Anglican Church Marrickville
55158538526	-33.88944322399959	151.12762536400055	Y	Y	Y	Y	Inner West Sydney Medicare Local Ltd
55162934466	-33.8657998259996	151.21010919800062		Y	Y	Y	The Trustee For The Deloitte Charitable Trust
55169539714	-33.89943623399961	151.24770545000058		Y			Moriah College Parents & Friends Association
55182524964	-29.46219013199959	149.84299798700056		Y			Uca Moree District Congregation
55186655711	-33.813419470999634	151.00862953700062					Chinese Christian Mission Australia Inc
55189205693	-35.783216255999605	150.23205346800057			Y		Batemans Bay Surf Life Saving Club Inc
55189929013	-36.06754708699958	146.88766364400055					Faith Hope And Dreams Incorporated
55205142529	-33.7735975749996	151.05701702100055					Chinese International Missions (Australia) Incorporated
55206718325	-30.572110960999623	151.64163375900057					Kelly's Plains School P&C Association
55208772091	-33.85658576099962	151.02432216200054		Y			Al Huda Association Of Penrith (Ahap) Incorporated
55214982280	-33.869599972999595	151.20695930500062					B L Rimmington Estate
55218217927	-33.19329857899959	151.5078302130006		Y			Doyalson Baptist Church
55218421934	-33.813419470999634	151.00862953700062					The Australian Rotary Foundation Trust
55253695576	-33.71854592799963	151.16271155400057					St Ives North Public School Parents & Citizens Assn
55260276399	-33.79952461199963	150.9379807000006					Baptist Church Toongabbie
55271567017	-33.869599972999595	151.20695930500062				Y	Cat Defence Network Incorporated
55281088405	-33.39094678099963	148.0215581180006					Forbes Association For Christian Education
55287269358	-33.48033255599961	150.15947300300058		Y	Y	Y	Lithgow Community Housing Incorporated
55296973088	-33.96256329799962	151.13750733000063					St Pauls Anglican Church Kogarah
55299616572	-33.746126912999614	151.2919818320006					Oxford Falls Congregation of Jehovah's Witnesses
55301634811	-31.105858558999614	150.91849152300063			Y	Y	Mara-Mara Community Inc 
55304570942	-34.282410054999616	150.5804715560006			Y		Bargo Public School Parents And Citizens Association
55319431974	-33.93073663999962	151.23168620100057					Evangelical Formosan Church Of Maroubra
55325565456	-33.95212509499959	150.9523921510006					Catholic Parish Of St Christopher Holsworthy
55325959208	-33.7366918179996	151.16592874100058					St Ives Primary School P&C Association Inc
55358778130	-32.38734195999962	151.7251268280006					Dungog Historical Society Incorporated
55360406785	-33.71475234299959	150.37127338500056					Holy Trinity Anglican Church Of Australia Wentworth Falls
55370944632	-33.853430136999634	151.1522775470006					Drummoyne Baptist Church
55371852610	-33.82477289299959	151.2014766280006					Lighthouse Christian Church
55372497882	-32.6683524379996	152.16145081800062	Y			Y	Tea Gardens Baptist Church
55372774951	-32.97102884399959	151.69517360400062		Y			Lake Care
55374861754	-33.78089454399958	151.09532341200054					Sydney Mozart Society
55374997148	36.75478363645675	-85.1622098451075			Y		Kooringal High School P & C
55376702517	-33.803919278999615	150.95496986200055	Y	Y	Y	Y	Pathways Community Care Inc
55385251630	-33.67783309599963	151.3140404990006		Y			Mona Vale Surf Lifesaving Club Inc
55396404228	-28.367099106999603	153.38875728000062			Y		Riding For The Disabled Association (NSW) Tweed Valley Centre
55408370590	-33.82229719999958	151.16686549000065					Australian Opera Awards Committee Incorporated
55410170070	-31.351482221999618	150.64935327200055					Werris Creek And District Pre-School Association Incorporated
55425900934	-33.897248220999586	151.1459740950006			Y		Christian Brothers High School
55427786457	-33.869599972999595	151.20695930500062					The Trustee For The Anna - Jane Trust
55428445673	-35.10750734499959	147.3720695150006					The Diocese Of Wagga Wagga As Trustee For St Brendan's Primary School Ganmain
55432468171	-33.465926887999615	151.38202535500056					Kinburra Pre-School Incorporated
55441631366	-33.87942161799958	151.1858747840006					Places And Spaces Incorporated
55453028066	-33.869599972999595	151.20695930500062					The Trustee For C & B Galbraith Trust
55454573163	-33.82111721399963	151.01460825900062					Maronite College of the Holy Family - Parramatta
55458208605	-33.7414885109996	151.02671091500054	Y	Y			The Trustee for PGH
55458745770	-34.47880995099962	150.91290980600058		Y			Port Kembla Heritage Park Incorporated
55463037571	-34.094629449999616	150.80809683100063	Y	Y	Y	Y	Macarthur District Community Church Inc
55479112275	-33.869599972999595	151.20695930500062					The Trustee For Ethel Wallace Foundation
55481708357	-33.85432239399961	150.98089670000059		Y	Y	Y	Catholic Parish Of St Patrick Guildford
55484451098	-34.289767265999615	146.06405036500064					Griffith Presbyterian Church
55493987261	-33.7351492989996	151.0693195830006					Anglican Parish Of Thornleigh Pennant Hills
55498404088	-33.63102486699961	151.31826231400055		Y			Action Foundation For Mental Health Incorporated
55531763123	-33.875153791999594	151.21699044100058	Y	Y			Beehive Industries Co-Operative Ltd
55535015424	-34.470852674999605	150.7757155550006			Y		The Little School Pre School Inc
55537215201	-35.70216981899961	146.83371473300053					Salem Alma Park Lutheran Church
55543509014	-35.3545894119996	145.7298786410006					Jerilderie P&C Association
55547703269	-29.3927299759996	149.59170958700054		Y	Y		Moree Seniors Week Committee
55548483116	-37.646369301999584	145.0261994080006					Spirit Alive Australia
55552981839	-33.86491340999959	151.17430758300054			Y		NSW Writers' Centre Inc
55582782771	-34.0771083289996	150.82312427100055					St Patrick's College Campbelltown Parents And Friends Association
55591572718	-34.754629833999616	149.7152662470006	Y	Y			Baptist Church Goulburn
55595032185	-29.717656019999595	152.93919747500058			Y		South Grafton High School P&C Assn
55601650641	-33.869599972999595	151.20695930500062					The Trustee For Frederick And Winifred Grassick Memorial Fund
55601997196	-33.93750482899958	151.06157074200064					Chinaheart International Incorporated
55605328926	-33.8447934499996	151.01528610600064					Parramatta Congregation of Jehovah's Witnesses
55609881099	-33.780483826999614	151.27903136100065					Freshwater Congregation of Jehovah's Witnesses
55611463143	-33.81481888799959	151.16181596000058					Sydney New Direction Church Inc
55612449604	-33.891276044999586	151.0600119560006	Y				Islamic Council Of New South Wales Inc
55665515593	-30.32202494699959	149.78288642900054		Y	Y	Y	Narrabri Community Tenancy Scheme Inc
55670208436	-30.32202494699959	149.78288642900054					St Dominics College Parents & Friends Assoc
55675909940	-33.88443473899963	151.19492455500063					First Church Of Christ Scientist Sydney
55677515867	-34.87181680599963	150.60824675800063					Nowra High School P&C Association Inc
55695321617	-32.90826634899963	151.78158149400065					Stockton Presbyterian Church
55697321955	-33.809127864999596	150.95398024100064		Y			Wentworthville Pensioners Welfare Incorporated
55698759883	-33.89373674899963	150.89494575600054	Y	Y			The Indo Chinese Elderly Hostelproject Inc
55706795024	-28.38890247499961	152.61265353900058		Y			Cross Roads Ministries Incorporated
55715887673	-33.91811705699962	151.2475689540006					Australian Cord Blood Foundation
55723706873	-33.801623579999614	151.0405047330006			Y	Y	Sydney Disciple Church
55737183826	-35.59339575799959	146.58385500000054					Rand P&C Assn
55744176880	-33.283791425999596	151.42643036700065					Anglican Church Parish Of Wyong St James Fundraising
55754095848	-33.743616981999594	150.7964539800006			Y		Tregear Presbyterian Kindergarten
55760055094	-33.893099813999584	151.20799986800057		Y	Y	Y	Bridge Housing Limited
55763943500	-35.53063042499963	144.96192802900055					Catholic Parish Of St Michael's Deniliquin
55764185419	-30.225053499999603	149.44752585500055					St Josephs Catholic School Wee Waa Parents & Friends Assn
55768384594	-33.765530592999596	150.61725751800054					Glenbrook Primary School P&C Association
55768913767	-33.87234469699962	151.07517190500062	Y				Sridurgadevi Devasthanam
55779704749	-34.08264807499961	151.14518248300055					Seaside Christian Church Incorporated
55784245890	-35.31497232499959	150.43482297200057					Milton Public School P&C Association
55793408740	-33.81058610999963	151.00665156400055				Y	Making A Difference For Christmas
55794092817	-34.73553239999961	150.53185527700055					Provisional Parish of Kangaroo Valley Anglican Church
55797045316	-32.16951044399963	152.5032375690006					Great Lakes College Parents And Citizens Association Incorporated
55799654088	-33.869482869999615	150.86341829100058					Reach Ministries - Sydney Incorporated
55807875372	-32.9714022219996	151.69766394800058			Y		Make Today Count Inc
55821398138	-31.12153954799959	150.90787104500055		Y			Tamworth Choral Society
55834188503	-33.92543269699962	151.20825435600057					Rhema Church Of God Incorporated
55849873877	-33.898223454999595	148.1595475860006			Y		Grenfell Preschool And Long Day Care Centre Incorporated 
55851372043	-33.733249031999605	151.13079139000058					Step Inc
55857748055	-28.833909868999626	153.32957938600055			Y	Y	Anglican Parish Of Lismore Op Shop Goonellabah
55860240349	-33.87402918299961	151.2400197460006		Y			The Trustee for the Rebecca L Cooper Medical Research Foundation
55861506002	-33.869599972999595	151.20695930500062					Ken And Asle Chilton Charitable Trust
55865120173	-33.87429695099962	151.2155555220006			Y	Y	East Sydney Community Based High School
55866404115	-33.75477035899962	150.70247113400058		Y			Uca - Penrith Parish
55871470616	-35.13454422899963	147.35096751800063	Y	Y	Y	Y	The Haven Community Limited
55877492048	-31.31691614699963	148.4188078900006					Gulargambone Central School Parrents And Citizens' Association
55885441313	-33.8657998259996	151.21010919800062					Jannali Parish - Acpt (1206)
55891232898	-33.81553745999963	151.19046881700058					Variety Australia Limited
55891519617	42.18559948732758	-71.3040268056917					Optometric Vision Research Foundation
55896591260	-33.869599972999595	151.20695930500062					The Trustee For Walter Lindrum Scholarship Fund
55905921892	-28.21022454599961	153.53561462600055					Catholic Parish Of St Joseph's Tweed Heads- St Josephs College
55908765052	-32.1950791419996	152.53634815000055		Y	Y		Cape Hawke Surf Lifesaving Club Incorporated
55913547108	-32.26947634099963	152.52828090700064				Y	Camp Elim Association Incorporated
55937943482	-30.6364667889996	151.50340614900063			Y		St Josephs Catholic School Uralla Pt & F And Canteen
55940284155	-33.79409697099959	151.05587951700056					Yates Avenue Out Of School Hours Centre Inc
55941234965	-35.353119187999596	148.24991897100062					Tumut Showground Trust
55948665079	-33.67980303799959	150.92299681700058		Y			UCA - Rouse Hill
55949537061	-28.779389865999576	153.57568081200054					Beloved Narayani Association
55956508379	-33.37268727199961	151.46544169200058			Y		Brooke Ave Public School P&C Assn
55961403140	-35.353119187999596	148.24991897100062					Riding For The Disabled Association (NSW) The Tumut Centre
55975290994	-33.869599972999595	151.20695930500062					The Trustee For The George Smith Trust
55979914048	-32.67263996899959	151.26206990600065		Y		Y	Anglican Parish Of Branxton Greta Lochinvar Fund Raising Account
55983310362	-34.4393748479996	148.71361703600064					Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For St Joseph's Primary Boorowa
55984098367	-30.73810145099958	150.71774230000062			Y		St Michaels Catholic School Manilla
55996995738	-35.5785294199996	145.56896764900057		Y			Christian Revival Crusade Finley Inc
56000543046	-32.25932533999958	148.62442149400056		Y	Y		The Westhaven Association
56001770207	-32.7361550049996	151.60155260900058			Y		Linuwel School Ltd
56001782805	-33.873970775999624	151.2233909200006		Y	Y	Y	Inner City Legal Centre
56002592805	-33.68483933899961	150.68421988600062					The Lakes Christian College Limited
56003336310	-33.86632064999958	151.19338101000062					Theatre Of Image Limited
56003620620	-33.91192221099959	151.05076333300065					Al Noori Muslim School Ltd
56003701620	-33.78883603399959	151.01551047900057	Y	Y	Y		Redeemer Baptist Services Limited
56008492014	-34.010339021999584	151.0615726820006			Y	Y	Dandelion Support Network Incorporated
56012987783	-29.570341019999603	153.08118981700056					Clarence Flood Refuge Reserve Trust
56015883938	-28.25416036799959	153.5748593780006	Y	Y			St James Anglican Parish Kingscliff
56030653829	-33.75856054099961	151.24497663900058					The Trustee For The Sunnyfield Independence Fund
56031432051	-33.752286466999635	150.69726384100056		Y	Y	Y	Penrith Community Aid Assoc Inc
56032528218	-28.87680814799961	153.07513168600065		Y	Y		Casino And District Family History Group Incorporated
56054708600	-33.80602561799958	150.95358892600063	Y	Y			Fellowship Of Christ Limited
56056138994	-33.36647345299963	151.46821773200054					The Australian Chapter Of The Batten Disease Support & Research Association Incorporated
56060209725	-35.53564418999963	144.95164456900056			Y	Y	Yallambee Deniliquin Limited
56060601797	-33.853669371999615	150.98800040200058		Y			Nepalese Hindu Society Of Australia Incorporated
56063254332	-34.014399501999605	151.1019999850006					Parent To Parent Association Incorporated
56063300653	-33.88390712499961	151.1558115110006			Y		What Makes A Man Incorporated
56063697245	-33.87888198999963	151.13994464900054			Y		Haberfield Baptist Church Pre-School Limited
56073157953	-31.997070511999596	115.91798463000055			Y		Chevalier Resource Centre
56085896500	-33.8325294319996	151.15466950600057			Y		Trustees Of The Marist Fathers Province Of Australia
56087231153	-33.343076382999584	151.49224616700064					Central Dance Company (Australia) Incorporated
56100021501	-33.945595268999625	151.2400471270006	Y	Y	Y	Y	S.M.M.J.H. Camelot Pty Limited
56103488699	-33.89270725799963	151.2031464770006		Y	Y		107 Projects Incorporated
56105959114	-33.869599972999595	151.20695930500062					The Trustee For The Edgar B C Harding Trust
56113611006	-33.300041051999585	150.03289846600057					Cullen Bullen P&C Association
56117655384	-33.9102766189996	151.1668409190006			Y		Big Picture Education Australia Ltd
56119141885	-33.8081727379996	150.96852582900055					Management Committee Happy Days Kindergarten Society Inc
56119143473	-29.67066378599958	152.93566674800059					Westlawn P&C Association
56121413412	-33.83022048199962	151.24071945400055					Godfrey Turner Memorial Music Trust
